family_id,id,language,slug,question,options,correct_indicators,correct_answer,anecdote,image,categories,associated_series,translations,source
"first-circumnavigation","6000","de","unter-wessen-ursprunglichem-kommando-begann-die-expedition-der-die-erste-weltumsegelung-gelang","Unter wessen ursprünglichem Kommando begann die Expedition, der die erste Weltumsegelung gelang?","[""Marco Polo"",""Christoph Kolumbus"",""Ferdinand Magellan"",""Vasco da Gama""]","[false,false,true,false]","Ferdinand Magellan","Ferdinand Magellan brach 1519 mit fünf Schiffen und etwa 270 Mann auf. Er fand die später nach ihm benannte Passage und überquerte den Pazifik, wurde aber 1521 auf den Philippinen getötet.

Juan Sebastián Elcano führte die „Victoria“ 1522 mit nur 18 Männern nach Spanien zurück und vollendete damit die erste belegte Weltumsegelung. Die Reise zeigte vor allem die gewaltigen Ausmaße der Ozeane; die Kugelgestalt der Erde war Gelehrten längst bekannt.","1453","[]","[5473]","{""de"":6000,""en"":4061,""fr"":1399,""es"":7761}","{""url"":""https://www.unesco.org/en/memory-world/first-voyage-circumnavigation-fernao-de-magalhaes-and-juan-sebastian-elcano-1519-1522"",""label"":""UNESCO — First voyage of circumnavigation"",""reviewedAt"":""2026-08-09""}"
"first-circumnavigation","7761","es","que-explorador-inicio-la-primera-expedicion-alrededor-del-mundo-completada-por-juan-sebastian-elcano","¿Qué explorador inició la primera expedición alrededor del mundo, completada por Juan Sebastián Elcano?","[""Marco Polo"",""Cristóbal Colón"",""Fernando de Magallanes"",""Vasco da Gama""]","[false,false,true,false]","Fernando de Magallanes","La expedición que partió de España en 1519 fue organizada bajo el mando de Fernando de Magallanes para llegar por el oeste a las islas de las Especias. Magallanes encontró el estrecho que hoy lleva su nombre y cruzó el Pacífico, pero murió en Filipinas en 1521.

Juan Sebastián Elcano tomó después el mando de la nao «Victoria» y regresó a España en septiembre de 1522. Elcano y sus compañeros supervivientes fueron así los primeros en completar una circunnavegación del planeta.","1453","[]","[7234]","{""es"":7761,""en"":4061,""fr"":1399,""de"":6000}","{""url"":""https://www.unesco.org/en/memory-world/first-voyage-circumnavigation-fernao-de-magalhaes-and-juan-sebastian-elcano-1519-1522"",""label"":""UNESCO — First voyage of circumnavigation"",""reviewedAt"":""2026-08-09""}"
"galileo-telescope","3063","fr","qui-a-invente-le-premier-telescope-astronomique-pratique","Quel savant a perfectionné la lunette et l’a utilisée dès 1609 pour des observations astronomiques pionnières ?","[""Johannes Kepler"",""Galileo Galilei"",""Isaac Newton"",""Albert Einstein.""]","[false,true,false,false]","Galileo Galilei","Les premières lunettes d’approche connues apparurent aux Pays-Bas en 1608, et Hans Lipperhey demanda cette année-là un brevet pour un instrument rudimentaire. Ayant appris leur existence, Galilée construisit en 1609 ses propres modèles, en améliora rapidement le grossissement et les dirigea vers le ciel. Il observa le relief de la Lune, les satellites de Jupiter, les phases de Vénus et de nombreuses étoiles invisibles à l’œil nu. Ces observations transformèrent l’astronomie et soutinrent la remise en cause du modèle géocentrique. Galilée n’a donc pas inventé la lunette, mais il en fit l’un des premiers grands instruments de recherche astronomique.","3075","[]","[3056]","{""fr"":3063,""en"":3326,""de"":5525,""es"":7286}","{""url"":""https://www.loc.gov/collections/finding-our-place-in-the-cosmos-with-carl-sagan/articles-and-essays/modeling-the-cosmos/galileo-and-the-telescope/"",""label"":""Library of Congress — Galileo and the telescope"",""reviewedAt"":""2026-08-09""}"
"galileo-telescope","3326","en","who-invented-the-first-practical-astronomical-telescope","Which scientist perfected the telescope and used it in 1609 for pioneering astronomical observations?","[""Johannes Kepler"",""Galileo Galilei"",""Isaac Newton"",""Albert Einstein""]","[false,true,false,false]","Galileo Galilei","The first known telescopes appeared in the Netherlands in 1608, and Hans Lipperhey applied for a patent for a rudimentary instrument that year. Having learned of their existence, Galileo built his own models in 1609, quickly improved their magnification and aimed them towards the sky. He observed the relief of the Moon, the satellites of Jupiter, the phases of Venus and numerous stars invisible to the naked eye. These observations transformed astronomy and supported the questioning of the geocentric model. Galileo therefore did not invent the telescope, but he made it one of the first great instruments of astronomical research.","3242","[]","[3227]","{""en"":3326,""fr"":3063,""de"":5525,""es"":7286}","{""url"":""https://www.loc.gov/collections/finding-our-place-in-the-cosmos-with-carl-sagan/articles-and-essays/modeling-the-cosmos/galileo-and-the-telescope/"",""label"":""Library of Congress — Galileo and the telescope"",""reviewedAt"":""2026-08-09""}"
"galileo-telescope","5525","de","wer-verbesserte-1609-das-fernrohr-und-setzte-es-systematisch-fur-astronomische-entdeckungen-ein","Wer verbesserte 1609 das Fernrohr und setzte es systematisch für astronomische Entdeckungen ein?","[""Johannes Kepler"",""Galileo Galilei"",""Isaac Newton"",""Albert Einstein""]","[false,true,false,false]","Galileo Galilei","Galileo Galilei erfuhr 1609 von niederländischen Fernrohren, baute leistungsfähigere Varianten und richtete sie an den Himmel. Er beobachtete Mondberge, die Phasen der Venus, Sonnenflecken und vier große Jupitermonde.

Er erfand das Fernrohr nicht als Erster; Hans Lipperhey beantragte 1608 in den Niederlanden ein frühes Patent. Galileis Veröffentlichungen machten das Instrument jedoch zu einem entscheidenden Werkzeug der Astronomie.","3242","[]","[5520]","{""de"":5525,""fr"":3063,""en"":3326,""es"":7286}","{""url"":""https://www.loc.gov/collections/finding-our-place-in-the-cosmos-with-carl-sagan/articles-and-essays/modeling-the-cosmos/galileo-and-the-telescope/"",""label"":""Library of Congress — Galileo and the telescope"",""reviewedAt"":""2026-08-09""}"
"galileo-telescope","7286","es","que-cientifico-perfecciono-el-telescopio-y-lo-utilizo-en-1609-para-realizar-observaciones-astronomicas-pioneras","¿Qué científico perfeccionó el telescopio y lo utilizó en 1609 para realizar observaciones astronómicas pioneras?","[""Johannes Kepler"",""Galileo Galilei"",""Isaac Newton"",""Albert Einstein""]","[false,true,false,false]","Galileo Galilei","Los primeros telescopios conocidos aparecieron en los Países Bajos en 1608 y Hans Lipperhey solicitó una patente aquel año. Tras conocer su existencia, Galileo construyó modelos propios en 1609, aumentó rápidamente su potencia y los dirigió al cielo.

Observó el relieve lunar, los satélites de Júpiter, las fases de Venus y estrellas invisibles a simple vista. No inventó el instrumento, pero lo convirtió en una herramienta decisiva de investigación astronómica.","3242","[]","[7281]","{""es"":7286,""fr"":3063,""en"":3326,""de"":5525}","{""url"":""https://www.loc.gov/collections/finding-our-place-in-the-cosmos-with-carl-sagan/articles-and-essays/modeling-the-cosmos/galileo-and-the-telescope/"",""label"":""Library of Congress — Galileo and the telescope"",""reviewedAt"":""2026-08-09""}"
"toy-story-computer-animation","955","fr","quel-est-le-premier-film-a-utiliser-lanimation-par-ordinateur-pour-lun-de-ses-personnages-principaux","Quel film de 1995 est le premier long métrage entièrement réalisé en animation par ordinateur ?","[""Jurassic Park"",""Toy Story"",""Tron"",""Avatar.""]","[false,true,false,false]","Toy Story","Sorti en 1995, « Toy Story » est le premier long métrage entièrement réalisé en animation par ordinateur. Produit par Pixar et distribué par Disney, le film suit les jouets Woody et Buzz l’Éclair et combine innovation technique, comédie et récit d’amitié. Sa fabrication nécessita de nouveaux outils de modélisation, d’éclairage et de rendu adaptés à un film complet. Des œuvres antérieures, comme « Tron » ou « Jurassic Park », avaient déjà utilisé des images de synthèse pour des décors ou des personnages importants. Le record précis de « Toy Story » ne concerne donc pas le premier personnage principal numérique, mais le premier long métrage entièrement animé par ordinateur.","965","[]","[951]","{""fr"":955,""en"":4307,""de"":6137,""es"":7898}","{""url"":""https://www.pixar.com/our-story"",""label"":""Pixar — Our story"",""reviewedAt"":""2026-08-09""}"
"toy-story-computer-animation","4307","en","what-is-the-first-movie-to-use-computer-animation-for-one-of-its-main-characters","Which 1995 film is the first feature film made entirely in computer animation?","[""Jurassic Park"",""Toy Story"",""Tron"",""Avatar""]","[false,true,false,false]","Toy Story","""Toy Story,"" released in 1995, made history as the first feature-length film entirely made with computer-generated imagery.

This Pixar masterpiece marked a turning point in the film industry, demonstrating that digital animation could create a universe as rich and emotional as traditional cinema.

The story of Woody and Buzz Lightyear was not just a technical feat; it was a captivating adventure that touched the hearts of millions of viewers, proving that digital art could compete with the most established art forms in terms of storytelling and emotional impact.","4308","[]","[3166]","{""en"":4307,""fr"":955,""de"":6137,""es"":7898}","{""url"":""https://www.pixar.com/our-story"",""label"":""Pixar — Our story"",""reviewedAt"":""2026-08-09""}"
"toy-story-computer-animation","6137","de","welcher-film-war-1995-der-erste-vollstandig-computeranimierte-kinofilm-in-spielfilmlange","Welcher Film war 1995 der erste vollständig computeranimierte Kinofilm in Spielfilmlänge?","[""Jurassic Park"",""Toy Story"",""Tron"",""Avatar""]","[false,true,false,false]","Toy Story","„Toy Story“ schrieb 1995 Filmgeschichte als erster vollständig mit Computeranimation produzierter Kinofilm in Spielfilmlänge.

Das Werk von Pixar markierte einen Wendepunkt für die Filmindustrie und bewies, dass digitale Animation eine ebenso dichte und gefühlvolle Welt erschaffen konnte wie traditionelle Verfahren.

Die Geschichte von Woody und Buzz Lightyear war weit mehr als eine technische Demonstration. Ihr Humor, ihre Spannung und ihre emotionalen Figuren erreichten Millionen Menschen. Damit zeigte der Film eindrucksvoll, dass digitale Kunst auch beim Erzählen und Berühren des Publikums mit etablierten Ausdrucksformen konkurrieren kann.","4308","[]","[5460]","{""de"":6137,""en"":4307,""fr"":955,""es"":7898}","{""url"":""https://www.pixar.com/our-story"",""label"":""Pixar — Our story"",""reviewedAt"":""2026-08-09""}"
"toy-story-computer-animation","7898","es","que-pelicula-de-1995-fue-el-primer-largometraje-realizado-integramente-con-animacion-por-ordenador","¿Qué película de 1995 fue el primer largometraje realizado íntegramente con animación por ordenador?","[""Jurassic Park"",""Toy Story"",""Tron"",""Avatar""]","[false,true,false,false]","Toy Story","«Toy Story», estrenada en 1995, fue el primer largometraje realizado íntegramente mediante animación por ordenador. Producida por Pixar y distribuida por Disney, sigue las aventuras de los juguetes Woody y Buzz Lightyear y combina innovación técnica, comedia y una historia de amistad.

Su producción exigió desarrollar nuevas herramientas de modelado, iluminación y renderizado adaptadas a una película completa. Obras anteriores como «Tron» o «Jurassic Park» ya habían utilizado imágenes digitales para escenarios o personajes importantes.

El récord preciso de «Toy Story» no consiste, por tanto, en presentar el primer protagonista digital, sino en ser el primer largometraje animado por ordenador de principio a fin.","4308","[]","[7221]","{""es"":7898,""en"":4307,""fr"":955,""de"":6137}","{""url"":""https://www.pixar.com/our-story"",""label"":""Pixar — Our story"",""reviewedAt"":""2026-08-09""}"
"constantine-christianity","1509","fr","quel-est-le-nom-du-celebre-temple-dedie-a-la-deesse-athena-situe-sur-lacropole-a-athenes-2","Quel empereur romain a accordé la tolérance au christianisme avec Licinius en 313 et favorisé son essor ?","[""Néron"",""Constantin"",""Auguste"",""Marc Aurèle.""]","[false,true,false,false]","Constantin","En 313, Constantin et Licinius publièrent des dispositions traditionnellement appelées édit de Milan, accordant aux chrétiens et aux autres groupes religieux la liberté de pratiquer leur culte. Constantin soutint ensuite l’Église, convoqua le concile de Nicée en 325 et fonda Constantinople, inaugurée en 330. Il reçut le baptême peu avant sa mort en 337. Il ne fit cependant pas du christianisme la religion officielle de l’Empire. Cette étape est associée à l’empereur Théodose Ier et à l’édit de Thessalonique de 380, qui établit le christianisme nicéen comme norme religieuse impériale. Son règne transforma durablement les rapports entre le pouvoir impérial et l’Église.","1521","[]","[1506]","{""fr"":1509,""en"":4048,""de"":5988,""es"":7749}","{""url"":""https://byzantine-museum.gr/christian-byzantium/"",""label"":""Byzantine and Christian Museum — Christian Byzantium"",""reviewedAt"":""2026-08-09""}"
"constantine-christianity","4048","en","which-roman-emperor-is-famous-for-being-the-first-to-convert-to-christianity-playing-a-key-role-in-its-spread-throughout-the-roman-empire","Which Roman emperor granted tolerance to Christianity with Licinius in 313 and encouraged its growth?","[""Nero"",""Constantine"",""Augustus"",""Marcus Aurelius""]","[false,true,false,false]","Constantine","In 313, Constantine and Licinius issued provisions traditionally known as the Edict of Milan, granting Christians and other religious groups the freedom to worship. Constantine then supported the Church, convened the Council of Nicaea in 325 and founded Constantinople, inaugurated in 330. He received baptism shortly before his death in 337. However, he did not make Christianity the official religion of the Empire. This stage is associated with Emperor Theodosius I and the Edict of Thessalonica of 380, which established Nicene Christianity as the imperial religious standard. His reign lastingly transformed the relationship between imperial power and the Church.","1522","[]","[3181]","{""en"":4048,""fr"":1509,""de"":5988,""es"":7749}","{""url"":""https://byzantine-museum.gr/christian-byzantium/"",""label"":""Byzantine and Christian Museum — Christian Byzantium"",""reviewedAt"":""2026-08-09""}"
"constantine-christianity","5988","de","welcher-romische-kaiser-forderte-das-christentum-und-ist-fur-seine-hinwendung-zu-diesem-glauben-bekannt","Welcher römische Kaiser förderte das Christentum und ist für seine Hinwendung zu diesem Glauben bekannt?","[""Nero"",""Konstantin der Große"",""Augustus"",""Mark Aurel""]","[false,true,false,false]","Konstantin der Große","Konstantin und Licinius gewährten 313 mit der Mailänder Vereinbarung weitgehende Religionsfreiheit. Konstantin unterstützte die Kirche politisch und finanziell und berief 325 das Konzil von Nicäa ein.

Er ließ sich wahrscheinlich erst kurz vor seinem Tod taufen. Das Christentum wurde unter ihm noch nicht Staatsreligion; diesen Status erhielt die nicänische Glaubensrichtung erst 380 unter Theodosius I.","1522","[]","[5474]","{""de"":5988,""en"":4048,""fr"":1509,""es"":7749}","{""url"":""https://byzantine-museum.gr/christian-byzantium/"",""label"":""Byzantine and Christian Museum — Christian Byzantium"",""reviewedAt"":""2026-08-09""}"
"constantine-christianity","7749","es","que-emperador-romano-concedio-junto-con-licinio-libertad-de-culto-a-los-cristianos-en-313-y-favorecio-su-expansion","¿Qué emperador romano concedió junto con Licinio libertad de culto a los cristianos en 313 y favoreció su expansión?","[""Nerón"",""Constantino"",""Augusto"",""Marco Aurelio""]","[false,true,false,false]","Constantino","En 313, Constantino y Licinio promulgaron las disposiciones conocidas tradicionalmente como Edicto de Milán, que reconocían la libertad de culto de los cristianos y otros grupos religiosos. Constantino apoyó después a la Iglesia, convocó el Concilio de Nicea en 325 y fundó Constantinopla.

Sin embargo, no convirtió el cristianismo en religión oficial: ese paso se asocia a Teodosio I y al Edicto de Tesalónica de 380. Su reinado transformó de manera duradera la relación entre el poder imperial y la Iglesia.","1522","[]","[7235]","{""es"":7749,""en"":4048,""fr"":1509,""de"":5988}","{""url"":""https://byzantine-museum.gr/christian-byzantium/"",""label"":""Byzantine and Christian Museum — Christian Byzantium"",""reviewedAt"":""2026-08-09""}"
"reykjavik","978","fr","quelle-est-la-capitale-de-lislande-connue-pour-sa-nature-epoustouflante-et-sa-culture-riche","Quelle est la capitale de l&#8217;Islande, connue pour sa nature époustouflante et sa culture riche ?","[""Reykjavik"",""Akureyri"",""Keflavík"",""Hafnarfjörður""]","[true,false,false,false]","Reykjavik","Reykjavik, connue pour être la capitale la plus septentrionale du monde, se distingue par sa qualité de vie exceptionnelle, ses initiatives environnementales exemplaires et sa riche scène culturelle.

Ville propre, verte et sûre, Reykjavik est entourée de paysages naturels à couper le souffle, incluant des sources géothermales, des volcans et des paysages glacés.

C'est un centre vibrant pour les arts, la musique et la littérature, offrant un accès privilégié aux merveilles naturelles de l'Islande, comme les aurores boréales.

Sa gestion durable de l'environnement et son engagement envers le développement vert en font un modèle pour les villes du futur.","990","[]","[975]","{""fr"":978,""en"":4288,""de"":6128,""es"":7889}","{""url"":""https://visitreykjavik.is/reykjavik"",""label"":""Visit Reykjavík — Reykjavík"",""reviewedAt"":""2026-08-22""}"
"reykjavik","4288","en","what-is-the-capital-of-iceland-known-for-its-stunning-nature-and-rich-culture","What is the capital of Iceland, known for its stunning nature and rich culture?","[""Reykjavik"",""Akureyri"",""Keflavik"",""Hafnarfjordur""]","[true,false,false,false]","Reykjavik","Reykjavik, known for being the northernmost capital in the world, is distinguished by its exceptional quality of life, exemplary environmental initiatives, and rich cultural scene.

A clean, green, and safe city, Reykjavik is surrounded by breathtaking natural landscapes, including geothermal springs, volcanoes, and icy terrains.

It is a vibrant center for the arts, music, and literature, offering privileged access to Iceland's natural wonders, such as the Northern Lights.

Its sustainable environmental management and commitment to green development make it a model for future cities.","4289","[]","[3167]","{""en"":4288,""fr"":978,""de"":6128,""es"":7889}","{""url"":""https://visitreykjavik.is/reykjavik"",""label"":""Visit Reykjavík — Reykjavík"",""reviewedAt"":""2026-08-22""}"
"reykjavik","6128","de","wie-heist-die-nordlichste-hauptstadt-eines-souveranen-staates","Wie heißt die nördlichste Hauptstadt eines souveränen Staates?","[""Reykjavík"",""Akureyri"",""Keflavík"",""Hafnarfjörður""]","[true,false,false,false]","Reykjavík","Reykjavík ist die nördlichste Hauptstadt eines souveränen Staates und für hohe Lebensqualität, Sauberkeit und Sicherheit bekannt. Geothermie versorgt einen großen Teil der Stadt mit Wärme und macht ihre nachhaltige Energie- und Umweltpolitik zu einem Vorbild für andere Metropolen.

Trotz überschaubarer Größe besitzt Reykjavík eine lebendige Musik-, Literatur- und Kunstszene. Die Hauptstadt verbindet dieses kulturelle Leben mit unmittelbarem Zugang zu Islands außergewöhnlicher Natur.

Vulkane, heiße Quellen, Eislandschaften und Polarlichter liegen von dort aus in Reichweite. Gerade diese Nähe von urbanem Alltag und spektakulärer Umgebung prägt den besonderen Charakter der Stadt.","4289","[]","[5461]","{""de"":6128,""en"":4288,""fr"":978,""es"":7889}","{""url"":""https://visitreykjavik.is/reykjavik"",""label"":""Visit Reykjavík — Reykjavík"",""reviewedAt"":""2026-08-22""}"
"reykjavik","7889","es","cual-es-la-capital-de-islandia-conocida-por-su-naturaleza-y-su-intensa-vida-cultural","¿Cuál es la capital de Islandia, conocida por su naturaleza y su intensa vida cultural?","[""Reikiavik"",""Akureyri"",""Keflavík"",""Hafnarfjörður""]","[true,false,false,false]","Reikiavik","Reikiavik es la capital de un Estado soberano situada más al norte del mundo. Destaca por su calidad de vida, sus iniciativas ambientales y una rica actividad artística, musical y literaria.

Es una ciudad limpia, verde y segura, rodeada de extraordinarios paisajes formados por fuentes geotérmicas, volcanes y extensiones de hielo. También ofrece un acceso privilegiado a fenómenos naturales como la aurora boreal.

El aprovechamiento de la energía geotérmica y su compromiso con un desarrollo más sostenible figuran entre sus rasgos más conocidos y convierten a Reikiavik en una referencia frecuente para imaginar ciudades más respetuosas con el entorno.","4289","[]","[7222]","{""es"":7889,""en"":4288,""fr"":978,""de"":6128}","{""url"":""https://visitreykjavik.is/reykjavik"",""label"":""Visit Reykjavík — Reykjavík"",""reviewedAt"":""2026-08-22""}"
"sgt-pepper","212","fr","quel-est-le-nom-de-lalbum-legendaire-des-beatles-souvent-considere-comme-lun-des-plus-grands-albums-de-tous-les-temps","Quel album des Beatles de 1967 contient notamment Lucy in the Sky with Diamonds et A Day in the Life ?","[""Abbey Road"",""Sgt. Pepper’s Lonely Hearts Club Band"",""Rubber Soul"",""Revolver.""]","[false,true,false,false]","Sgt. Pepper’s Lonely Hearts Club Band","Paru en 1967, « Sgt. Pepper’s Lonely Hearts Club Band » marque une étape majeure dans le travail en studio des Beatles. Le groupe y explore des arrangements orchestraux, des effets sonores, des collages et des techniques d’enregistrement alors novatrices dans la musique populaire. L’album contient notamment « With a Little Help from My Friends », « Lucy in the Sky with Diamonds » et « A Day in the Life ». Sa pochette conçue par Peter Blake et Jann Haworth est devenue emblématique. L’idée que le disque serait le tout premier album-concept est discutée, mais son ambition et sa cohérence ont profondément influencé la manière de concevoir l’album comme une œuvre complète.","243","[]","[210]","{""fr"":212,""en"":4213,""de"":6093,""es"":7854}","{""url"":""https://www.thebeatles.com/sgt-peppers-lonely-hearts-club-band"",""label"":""The Beatles — Sgt. Pepper’s Lonely Hearts Club Band"",""reviewedAt"":""2026-08-22""}"
"sgt-pepper","4213","en","what-is-the-name-of-the-legendary-beatles-album-often-considered-one-of-the-greatest-albums-of-all-time","What is the name of the legendary Beatles album, often considered one of the greatest albums of all time?","[""Abbey Road"",""Sgt. Pepper's Lonely Hearts Club Band"",""Rubber Soul"",""Revolver""]","[false,true,false,false]","Sgt. Pepper's Lonely Hearts Club Band","Published in 1967, “Sgt. Pepper’s Lonely Hearts Club Band” marks a major milestone in the Beatles’ studio work. The group explores orchestral arrangements, sound effects, collages and recording techniques that were then innovative in popular music. The album includes “With a Little Help from My Friends”, “Lucy in the Sky with Diamonds” and “A Day in the Life”. Its cover designed by Peter Blake and Jann Haworth has become iconic. The idea that the record would be the very first concept album is debated, but its ambition and coherence profoundly influenced the way in which the album was conceived as a complete work.","1505","[]","[3148]","{""en"":4213,""fr"":212,""de"":6093,""es"":7854}","{""url"":""https://www.thebeatles.com/sgt-peppers-lonely-hearts-club-band"",""label"":""The Beatles — Sgt. Pepper’s Lonely Hearts Club Band"",""reviewedAt"":""2026-08-22""}"
"sgt-pepper","6093","de","welches-legendare-beatles-album-gilt-haufig-als-eines-der-besten-alben-aller-zeiten","Welches legendäre Beatles-Album gilt häufig als eines der besten Alben aller Zeiten?","[""Abbey Road"",""Sgt. Pepper’s Lonely Hearts Club Band"",""Rubber Soul"",""Revolver""]","[false,true,false,false]","Sgt. Pepper’s Lonely Hearts Club Band","Das 1967 veröffentlichte „Sgt. Pepper’s Lonely Hearts Club Band“ markierte einen Wendepunkt der Popmusik. Statt nur einzelne Songs zu versammeln, bot das Album ein bewusst gestaltetes Gesamterlebnis.

Innovative Studiotechniken erweiterten die klanglichen Möglichkeiten erheblich. Der Erfolg inspirierte andere Musiker dazu, das Album als eigenständiges Kunstwerk zu begreifen, und beeinflusste Generationen von Künstlern.","1505","[]","[5442]","{""de"":6093,""fr"":212,""en"":4213,""es"":7854}","{""url"":""https://www.thebeatles.com/sgt-peppers-lonely-hearts-club-band"",""label"":""The Beatles — Sgt. Pepper’s Lonely Hearts Club Band"",""reviewedAt"":""2026-08-22""}"
"sgt-pepper","7854","es","como-se-llama-el-legendario-album-de-the-beatles-que-suele-considerarse-uno-de-los-mejores-de-todos-los-tiempos","¿Cómo se llama el legendario álbum de The Beatles que suele considerarse uno de los mejores de todos los tiempos?","[""Abbey Road"",""Sgt. Pepper's Lonely Hearts Club Band"",""Rubber Soul"",""Revolver""]","[false,true,false,false]","Sgt. Pepper's Lonely Hearts Club Band","Publicado en 1967, «Sgt. Pepper’s Lonely Hearts Club Band» marcó una etapa fundamental en el trabajo de estudio de los Beatles.

El grupo exploró arreglos orquestales, efectos sonoros, collages y técnicas de grabación que entonces resultaban innovadoras en la música popular. El álbum contiene, entre otras, «With a Little Help from My Friends», «Lucy in the Sky with Diamonds» y «A Day in the Life».

Su portada, diseñada por Peter Blake y Jann Haworth, se ha convertido en un icono. Se discute que fuera el primer álbum conceptual de la historia, pero su ambición y su coherencia influyeron profundamente en la forma de concebir un álbum como una obra completa.","1505","[]","[7203]","{""es"":7854,""fr"":212,""en"":4213,""de"":6093}","{""url"":""https://www.thebeatles.com/sgt-peppers-lonely-hearts-club-band"",""label"":""The Beatles — Sgt. Pepper’s Lonely Hearts Club Band"",""reviewedAt"":""2026-08-22""}"
"birthplace-of-hip-hop","268","fr","quelle-est-la-ville-americaine-souvent-consideree-comme-le-berceau-du-hip-hop","Quelle est la ville américaine souvent considérée comme le berceau du hip-hop ?","[""Los Angeles"",""New York"",""Chicago"",""Detroit""]","[false,true,false,false]","New York","New York, en particulier le Bronx, est universellement reconnue comme le véritable berceau du hip-hop.

Au cœur des années 70, cette métropole a été le théâtre de l'éclosion des quatre piliers fondamentaux du hip-hop : le DJing, où les platines et les mixeurs permettaient de créer de nouvelles musiques à partir de disques existants; le MCing, plus connu sous le nom de rap, où la parole devient rythme et poésie; le breakdance, une forme de danse acrobatique qui s'est développée dans les rues et le graffiti, un art visuel qui a transformé le paysage urbain.

Ce mouvement culturel a émergé dans un contexte socio-économique difficile, marqué par la pauvreté, le chômage, et une certaine marginalisation des communautés afro-américaines et latines. Cependant, loin de se laisser abattre par ces défis, les jeunes de New York ont utilisé ces formes d'expression comme un moyen de résistance, d'affirmation de soi et de contestation.","348","[]","[258]","{""fr"":268,""en"":4679,""de"":6311,""es"":8072}","{""url"":""https://www.si.edu/spotlight/hip-hop-rap-music"",""label"":""Smithsonian — Hip-Hop and Rap Across the Smithsonian"",""reviewedAt"":""2026-08-22""}"
"birthplace-of-hip-hop","4679","en","which-american-city-is-often-considered-the-birthplace-of-hip-hop","Which American city is often considered the birthplace of hip-hop?","[""Los Angeles"",""New York"",""Chicago"",""Detroit""]","[false,true,false,false]","New York","New York, particularly the Bronx, is universally recognized as the true birthplace of hip-hop.

In the heart of the 1970s, this metropolis witnessed the emergence of the four fundamental pillars of hip-hop: DJing, where turntables and mixers were used to create new music from existing records; MCing, better known as rap, where speech becomes rhythm and poetry; breakdancing, an acrobatic form of dance that developed in the streets; and graffiti, a visual art that transformed the urban landscape.

This cultural movement emerged in a socio-economic context marked by poverty, unemployment, and marginalization of African American and Latino communities. However, far from being subdued by these challenges, the youth of New York used these forms of expression as a means of resistance, self-assertion, and protest.","4680","[]","[3147]","{""en"":4679,""fr"":268,""de"":6311,""es"":8072}","{""url"":""https://www.si.edu/spotlight/hip-hop-rap-music"",""label"":""Smithsonian — Hip-Hop and Rap Across the Smithsonian"",""reviewedAt"":""2026-08-22""}"
"birthplace-of-hip-hop","6311","de","welche-amerikanische-stadt-gilt-haufig-als-geburtsort-des-hip-hop","Welche amerikanische Stadt gilt häufig als Geburtsort des Hip-Hop?","[""Los Angeles"",""New York"",""Chicago"",""Detroit""]","[false,true,false,false]","New York","New York, insbesondere die Bronx, gilt weltweit als eigentlicher Geburtsort des Hip-Hop.

Mitte der 1970er-Jahre entstanden in dieser Metropole die vier grundlegenden Säulen des Hip-Hop: DJing, bei dem mit Plattenspielern und Mischpulten aus vorhandenen Aufnahmen neue Musik entstand; MCing, besser bekannt als Rap, bei dem Sprache zu Rhythmus und Poesie wird; Breakdance, eine akrobatische Tanzform, die sich auf der Straße entwickelte; und Graffiti, eine visuelle Kunstform, die das Stadtbild veränderte.

Die Bewegung entstand in einem sozioökonomischen Umfeld, das von Armut, Arbeitslosigkeit und der Marginalisierung afroamerikanischer und lateinamerikanischer Gemeinschaften geprägt war. Die Jugend New Yorks ließ sich davon jedoch nicht unterkriegen, sondern nutzte diese Ausdrucksformen als Mittel des Widerstands, der Selbstbehauptung und des Protests.","4680","[]","[5441]","{""de"":6311,""en"":4679,""fr"":268,""es"":8072}","{""url"":""https://www.si.edu/spotlight/hip-hop-rap-music"",""label"":""Smithsonian — Hip-Hop and Rap Across the Smithsonian"",""reviewedAt"":""2026-08-22""}"
"birthplace-of-hip-hop","8072","es","que-ciudad-estadounidense-suele-considerarse-la-cuna-del-hip-hop","¿Qué ciudad estadounidense suele considerarse la cuna del hip-hop?","[""Los Ángeles"",""Nueva York"",""Chicago"",""Detroit""]","[false,true,false,false]","Nueva York","Nueva York, y en particular el Bronx, está reconocida universalmente como la verdadera cuna del hip-hop. A mediados de los años setenta, esta metrópoli vio nacer los cuatro pilares fundamentales del hip-hop: el DJing, en el que los platos y las mesas de mezclas permitían crear nueva música a partir de discos existentes; el MCing, más conocido como rap, donde la palabra se convierte en ritmo y poesía; el breakdance, una forma de baile acrobático que se desarrolló en las calles; y el grafiti, un arte visual que transformó el paisaje urbano.

Este movimiento cultural surgió en un contexto socioeconómico difícil, marcado por la pobreza, el desempleo y cierta marginación de las comunidades afroamericanas y latinas. Sin embargo, lejos de dejarse abatir por estas dificultades, los jóvenes de Nueva York utilizaron estas formas de expresión como medios de resistencia, afirmación personal y protesta.","4680","[]","[7202]","{""es"":8072,""en"":4679,""fr"":268,""de"":6311}","{""url"":""https://www.si.edu/spotlight/hip-hop-rap-music"",""label"":""Smithsonian — Hip-Hop and Rap Across the Smithsonian"",""reviewedAt"":""2026-08-22""}"
